Active Status,Type,Sku,Description,Sales Tax Code,Account,COGS Account,Asset Account,Accumulated Depreciation,Purchase Description,Quantity On Hand (2025),U/M,U/M Set,Cost,Preferred Vendor,Tax Agency,Price,Reorder Pt (Min),MPN,Category
Active,Inventory Part,TWEB13094,Hawaiian Umbrella,Tax,Trees:TWEB Trees:Tropical:Hawaiian Umbrella(Schefflera arboricola),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Hawaiian Umbrella,1,each (ea),Count in each,16,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13097,Hawaiian Umbrella,Tax,Trees:TWEB Trees:Tropical:Hawaiian Umbrella(Schefflera arboricola),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Hawaiian Umbrella,1,each (ea),Count in each,16,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13103,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,15.5,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13109,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,15.5,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13132,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,15.5,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13160,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,15.5,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13162,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,15.5,Tapia Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13358,Green Island Ficus,Tax,Trees:TWEB Trees:Tropical:Green Island Ficus (Ficus microcarpa ‘Green Island'),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Green Island Ficus,1,each (ea),Count in each,17.5,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB13371,Bougainvillea,Tax,Trees:TWEB Trees:Tropical:Bougainvillea (Bougainvillea spp.),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Bougainvillea,1,each (ea),Count in each,21.5,Tropical Landscapers,,,,,TWEB Trees
Active,Inventory Part,TWEB13480,Barbados Cherry - Ceramic Pots,Tax,Trees:TWEB Trees:Deciduous:Cherry (Prunus spp.),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Barbados Cherry - Ceramic Pots,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB13493,Bougainvillea,Tax,Trees:TWEB Trees:Tropical:Bougainvillea (Bougainvillea spp.),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Bougainvillea,1,each (ea),Count in each,45,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16008,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16022,Large Jades in Ceramic Pots,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Large Jades in Ceramic Pots,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB16043,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16091,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16102,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16105,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16120,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16123,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16133,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16137,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16143,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16145,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16152,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16155,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16158,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16160,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16166,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16183,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16193,"Dwarf Retusa - 6""",Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"Dwarf Retusa - 6""",1,each (ea),Count in each,15,Atchison Exotics,,,,,TWEB Trees
Active,Inventory Part,TWEB16199,Frank Yee Cork Bark Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Frank Yee Cork Bark Jade,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB16219,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16247,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16251,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16269,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16286,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16310,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,5,Edward Miller & Son Inc,,,,,TWEB Trees
Active,Inventory Part,TWEB16311,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16325,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16326,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16329,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16336,Rough Bark Dwarf Jade 'Portulacara afra',Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Rough Bark Dwarf Jade 'Portulacara afra',1,each (ea),Count in each,97.5,,,195,,,TWEB Trees
Active,Inventory Part,TWEB16342,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16344,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16345,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16365,Frank Yee Cork Bark Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Frank Yee Cork Bark Jade,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB16373,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16388,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16390,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16454,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,5,Edward Miller & Son Inc,,,,,TWEB Trees
Active,Inventory Part,TWEB16455,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,5,Edward Miller & Son Inc,,,,,TWEB Trees
Active,Inventory Part,TWEB16463,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16489,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,5,Edward Miller & Son Inc,,,,,TWEB Trees
Active,Inventory Part,TWEB16498,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16516,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16538,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16649,rusty fig,Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,rusty fig,1,each (ea),Count in each,15,Wigerts Bonsai Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16679,Clusia,Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Clusia,1,each (ea),Count in each,4,,,,,,TWEB Trees
Active,Inventory Part,TWEB16718,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB16736,Silverberry,Tax,Trees:TWEB Trees:Evergreen:Silverberry (Elaeagnus pungens),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Silverberry,1,each (ea),Count in each,5,Edward Miller & Son Inc,,,,,TWEB Trees
Active,Inventory Part,TWEB16749,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16767,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16772,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16776,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16777,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16778,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16781,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16784,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16793,Frank Yee Cork Bark Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Frank Yee Cork Bark Jade,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB16810,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16811,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16812,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16848,Mini Jade - Portulacaria,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade - Portulacaria,1,each (ea),Count in each,10,Black Olive East Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB16849,Frank Yee Cork Bark Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Frank Yee Cork Bark Jade,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB16870,Mini Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Mini Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16876,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16894,"4"" pachypodium lamerii",Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"4"" pachypodium lamerii",1,each (ea),Count in each,5,Tradewinds Tropicals,,,,,TWEB Trees
Active,Inventory Part,TWEB16902,"4"" pachypodium lamerii",Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"4"" pachypodium lamerii",1,each (ea),Count in each,5,Tradewinds Tropicals,,,,,TWEB Trees
Active,Inventory Part,TWEB16919,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,5,Dragon Tree Bonsai (V),,,,,TWEB Trees
Active,Inventory Part,TWEB16922,"4"" pachypodium lamerii",Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"4"" pachypodium lamerii",1,each (ea),Count in each,5,Tradewinds Tropicals,,,,,TWEB Trees
Active,Inventory Part,TWEB19006,"8"" Jades in Ceramic Pots",Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"8"" Jades in Ceramic Pots",1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB19008,"8"" Jades in Ceramic Pots",Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"8"" Jades in Ceramic Pots",1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB19031,Black Olive,Tax,Trees:TWEB Trees:Evergreen:Olive (Olea europaea),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Black Olive,1,each (ea),Count in each,70.5,,,235,,,TWEB Trees
Active,Inventory Part,TWEB19050,"8"" Jades in Ceramic Pots",Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,"8"" Jades in Ceramic Pots",1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB19051,Jade,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade,1,each (ea),Count in each,10,,,,,,TWEB Trees
Active,Inventory Part,TWEB19065,Jade - 3 tree grove,Tax,Trees:TWEB Trees:Tropical:Dwarf Jade (Portulacaria afra),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Jade - 3 tree grove,1,each (ea),Count in each,25,,,,,,TWEB Trees
Active,Inventory Part,TWEB19094,Black Olive,Tax,Trees:TWEB Trees:Evergreen:Olive (Olea europaea),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,1,Black Olive,1,each (ea),Count in each,20,,,,,,TWEB Trees
Active,Inventory Part,TWEB19096,Tiger Bark Ficus,Tax,Trees:TWEB Trees:Tropical:Tiger Bark Ficus (Ficus microcarpa ‘Tiger Bark'),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Tiger Bark Ficus,1,each (ea),Count in each,300,Sunshine Tropical Gardens,,695,,,TWEB Trees
Active,Inventory Part,TWEB19098,Singapore Holly,Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Singapore Holly,1,each (ea),Count in each,131.25,Wigerts Bonsai Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB19100,Tiger Bark Ficus,Tax,Trees:TWEB Trees:Tropical:Tiger Bark Ficus (Ficus microcarpa ‘Tiger Bark'),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Tiger Bark Ficus,1,each (ea),Count in each,300,Sunshine Tropical Gardens,,725,,,TWEB Trees
Active,Inventory Part,TWEB19104,Singapore Holly,Tax,Trees:TWEB Trees:Evergreen:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Singapore Holly,1,each (ea),Count in each,131.25,Wigerts Bonsai Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB19106,Exposed Root Premna,Tax,Trees:TWEB Trees:Tropical:Unmapped,COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Exposed Root Premna,1,each (ea),Count in each,75,Wigerts Bonsai Nursery,,,,,TWEB Trees
Active,Inventory Part,TWEB19108,Tiger Bark Ficus,Tax,Trees:TWEB Trees:Tropical:Tiger Bark Ficus (Ficus microcarpa ‘Tiger Bark'),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Tiger Bark Ficus,1,each (ea),Count in each,300,Sunshine Tropical Gardens,,95,,,TWEB Trees
Active,Inventory Part,TWEB19113,Large Tiger Bark Ficus,Tax,Trees:TWEB Trees:Tropical:Tiger Bark Ficus (Ficus microcarpa ‘Tiger Bark'),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,0,Large Tiger Bark Ficus,1,each (ea),Count in each,82.5,,,275,,,TWEB Trees
Active,Inventory Part,TWEB19116,Willow Leaf Ficus,Tax,Trees:TWEB Trees:Tropical:Willow Leaf Ficus (Ficus salicaria),COG's:Bonsai Trees:Florida - TWEB,12100 · Inventory Asset,2,Willow Leaf Ficus,1,each (ea),Count in each,395,,,,,,TWEB Trees
